Source,Destination,Operator,Distance (Kms),Duration,Bus Type,Departure,Arrival,Bus Price,Bus Arrival Date
Visakhapatnam,Coimbatore,RedBus,1059,20:44,Luxury Coach,03:25,00:09,Moderate,2025-03-19
Raipur,Bangalore,TNSTC,204,8:26,Express,23:22,07:48,Luxury,2025-04-03
Kolkata,Bangalore,KSRTC,315,13:19,Express,17:48,07:07,Moderate,2025-04-16
Chennai,Jamshedpur,Parveen Travels,550,4:45,Luxury Coach,20:47,01:32,Cheap,2025-03-24
Thiruvananthapuram,Pune,SRS Travels,1075,20:43,Volvo,15:31,12:14,Moderate,2025-04-13
Hyderabad,Bhubaneswar,TNSTC,910,11:45,Express,17:41,05:26,Moderate,2025-03-10
Meerut,Udaipur,TNSTC,1666,2:01,AC Sleeper,12:21,14:22,Moderate,2025-03-04
Chennai,Coimbatore,Parveen Travels,549,9:46,Non-AC Sleeper,20:08,05:54,Luxury,2025-04-08
Nashik,Hyderabad,GreenLine Travels,602,3:39,Volvo,11:48,15:27,Cheap,2025-04-18
Shimla,Bhubaneswar,SRS Travels,1325,3:34,Semi-Sleeper,11:11,14:45,Cheap,2025-02-25
Aurangabad,Patna,RedBus,416,6:01,Luxury Coach,16:52,22:53,Luxury,2025-03-03
Ranchi,Delhi,GreenLine Travels,1663,15:57,Volvo,14:10,06:07,Luxury,2025-03-17
Shimla,Guwahati,RedBus,736,16:20,Non-AC Sleeper,15:05,07:25,Luxury,2025-04-02
Shimla,Lucknow,SRS Travels,762,13:21,Non-AC Sleeper,06:22,19:43,Cheap,2025-03-28
Visakhapatnam,Nagpur,Parveen Travels,1057,23:13,Express,18:14,17:27,Moderate,2025-03-28
Nashik,Mumbai,SRS Travels,1621,20:39,Luxury Coach,12:51,09:30,Cheap,2025-03-21
Jamshedpur,Lucknow,TNSTC,693,19:26,AC Sleeper,20:48,16:14,Moderate,2025-03-29
Indore,Chandigarh,GreenLine Travels,541,8:58,Luxury Coach,02:10,11:08,Moderate,2025-03-11
Surat,Bhopal,VRL Travels,1765,9:38,Express,20:42,06:20,Luxury,2025-02-20
Madurai,Thiruvananthapuram,GreenLine Travels,559,14:14,Non-AC Sleeper,17:31,07:45,Cheap,2025-03-11
Bhopal,Madurai,KSRTC,1478,6:45,Non-AC Sleeper,23:46,06:31,Moderate,2025-04-02
Hyderabad,Jaipur,RedBus,821,22:16,Luxury Coach,04:08,02:24,Cheap,2025-03-12
Indore,Bhubaneswar,RedBus,122,3:24,Volvo,20:36,00:00,Cheap,2025-03-10
Guwahati,Coimbatore,TNSTC,936,10:45,Volvo,00:29,11:14,Moderate,2025-03-17
Aurangabad,Ranchi,SRS Travels,1881,21:16,Express,14:05,11:21,Cheap,2025-03-10
Guwahati,Aurangabad,Parveen Travels,1563,19:30,Non-AC Sleeper,20:41,16:11,Luxury,2025-03-20
Gwalior,Mysore,RedBus,1364,7:53,Express,18:35,02:28,Moderate,2025-04-17
Bhopal,Jodhpur,RedBus,598,24:35,Semi-Sleeper,07:54,08:29,Moderate,2025-03-11
Agra,Ranchi,SRS Travels,1918,4:21,AC Sleeper,05:45,10:06,Cheap,2025-04-19
Bangalore,Indore,SRS Travels,532,11:40,Volvo,11:12,22:52,Moderate,2025-04-17
Bhubaneswar,Lucknow,Parveen Travels,505,2:05,Luxury Coach,15:10,17:15,Luxury,2025-04-07
Aurangabad,Ahmedabad,GreenLine Travels,970,2:59,Express,09:19,12:18,Luxury,2025-04-15
Vijayawada,Patna,Parveen Travels,913,16:36,Express,16:42,09:18,Cheap,2025-03-03
Hyderabad,Udaipur,KSRTC,1860,11:54,Luxury Coach,01:58,13:52,Luxury,2025-03-16
Nashik,Aurangabad,TNSTC,1730,17:27,Volvo,07:04,00:31,Luxury,2025-03-03
Patna,Guwahati,Parveen Travels,497,16:24,Non-AC Sleeper,06:24,22:48,Luxury,2025-04-11
Jamshedpur,Bhopal,Parveen Travels,1246,2:30,Express,10:52,13:22,Luxury,2025-03-25
Indore,Varanasi,KSRTC,1573,8:19,Volvo,10:35,18:54,Cheap,2025-03-20
Chandigarh,Bangalore,SRS Travels,1139,12:17,AC Sleeper,05:57,18:14,Cheap,2025-03-09
Kanpur,Lucknow,SRS Travels,1750,6:20,Semi-Sleeper,10:31,16:51,Cheap,2025-03-03
Vijayawada,Meerut,GreenLine Travels,1183,22:30,AC Sleeper,15:42,14:12,Cheap,2025-03-08
Visakhapatnam,Hyderabad,RedBus,411,13:07,Semi-Sleeper,08:35,21:42,Moderate,2025-03-08
Mumbai,Mysore,VRL Travels,1166,19:04,Luxury Coach,07:58,03:02,Luxury,2025-04-07
Pune,Gwalior,KSRTC,180,16:32,Luxury Coach,20:26,12:58,Luxury,2025-03-10
Vadodara,Meerut,KSRTC,1715,5:37,AC Sleeper,17:37,23:14,Luxury,2025-03-07
Madurai,Kanpur,Parveen Travels,1512,6:56,Express,23:07,06:03,Cheap,2025-04-19
Vijayawada,Shimla,GreenLine Travels,1568,19:53,Volvo,10:13,06:06,Moderate,2025-03-09
Ranchi,Hyderabad,VRL Travels,730,22:05,Express,20:36,18:41,Moderate,2025-04-18
Shimla,Patna,KSRTC,485,24:15,Non-AC Sleeper,11:13,11:28,Moderate,2025-02-27
Varanasi,Ranchi,TNSTC,619,6:45,Volvo,21:03,03:48,Moderate,2025-03-06
Jamshedpur,Bhopal,Parveen Travels,230,11:05,Luxury Coach,03:45,14:50,Cheap,2025-02-26
Hyderabad,Vadodara,KSRTC,1992,20:00,Semi-Sleeper,12:07,08:07,Cheap,2025-04-09
Guwahati,Visakhapatnam,VRL Travels,129,16:43,Semi-Sleeper,04:17,21:00,Luxury,2025-04-18
Aurangabad,Ahmedabad,TNSTC,668,10:19,AC Sleeper,09:43,20:02,Luxury,2025-04-05
Bangalore,Bhubaneswar,TNSTC,446,11:54,AC Sleeper,17:11,05:05,Cheap,2025-03-30
Hyderabad,Chandigarh,GreenLine Travels,1340,23:06,Non-AC Sleeper,08:20,07:26,Luxury,2025-04-17
Mysore,Patna,RedBus,1254,20:16,Luxury Coach,06:27,02:43,Moderate,2025-03-11
Patna,Mumbai,RedBus,179,5:11,Non-AC Sleeper,08:12,13:23,Moderate,2025-03-02
Gwalior,Kanpur,VRL Travels,1614,5:43,Semi-Sleeper,18:18,00:01,Moderate,2025-02-22
Madurai,Vadodara,GreenLine Travels,112,3:49,Express,17:25,21:14,Luxury,2025-04-03
Vijayawada,Bangalore,GreenLine Travels,1608,9:15,Semi-Sleeper,05:41,14:56,Cheap,2025-04-03
Bangalore,Dehradun,TNSTC,524,7:12,Luxury Coach,23:18,06:30,Luxury,2025-03-10
Madurai,Amritsar,RedBus,1988,8:52,Luxury Coach,08:31,17:23,Luxury,2025-03-04
Aurangabad,Amritsar,SRS Travels,934,15:46,AC Sleeper,17:08,08:54,Luxury,2025-03-08
Bangalore,Nagpur,Parveen Travels,206,13:53,AC Sleeper,02:06,15:59,Cheap,2025-03-14
Indore,Chennai,Parveen Travels,871,17:57,Express,23:40,17:37,Cheap,2025-04-13
Varanasi,Vijayawada,RedBus,331,20:21,AC Sleeper,12:59,09:20,Luxury,2025-02-21
Udaipur,Amritsar,SRS Travels,775,20:29,Semi-Sleeper,18:23,14:52,Cheap,2025-03-11
Vijayawada,Mumbai,Parveen Travels,484,16:58,Express,23:41,16:39,Cheap,2025-03-08
Udaipur,Kolkata,VRL Travels,1305,7:39,Non-AC Sleeper,20:09,03:48,Luxury,2025-03-01
Shimla,Ahmedabad,GreenLine Travels,974,8:40,Semi-Sleeper,07:15,15:55,Cheap,2025-02-28
Chennai,Jodhpur,SRS Travels,223,24:08,Non-AC Sleeper,07:34,07:42,Cheap,2025-03-28
Kolkata,Guwahati,KSRTC,715,12:14,Luxury Coach,15:17,03:31,Moderate,2025-02-22
Bangalore,Udaipur,VRL Travels,1431,6:35,AC Sleeper,19:15,01:50,Moderate,2025-03-19
Varanasi,Hyderabad,RedBus,1723,17:41,Non-AC Sleeper,12:07,05:48,Luxury,2025-03-06
Nagpur,Jaipur,GreenLine Travels,1581,11:32,Volvo,11:40,23:12,Moderate,2025-02-20
Delhi,Pune,RedBus,1631,13:41,Semi-Sleeper,11:51,01:32,Moderate,2025-04-16
Vijayawada,Kolkata,GreenLine Travels,1400,15:27,Volvo,13:15,04:42,Moderate,2025-03-20
Madurai,Chennai,SRS Travels,546,24:12,Semi-Sleeper,23:02,23:14,Luxury,2025-04-18
Surat,Indore,RedBus,1954,14:52,AC Sleeper,00:30,15:22,Cheap,2025-04-01
Kolkata,Visakhapatnam,VRL Travels,1344,20:11,Luxury Coach,10:35,06:46,Luxury,2025-03-26
Madurai,Guwahati,VRL Travels,1413,24:56,Non-AC Sleeper,03:17,04:13,Cheap,2025-03-15
Visakhapatnam,Aurangabad,TNSTC,1990,18:13,Express,01:55,20:08,Cheap,2025-04-15
Surat,Amritsar,KSRTC,721,11:54,Volvo,20:17,08:11,Cheap,2025-03-04
Jamshedpur,Mumbai,RedBus,903,9:17,Express,14:42,23:59,Luxury,2025-03-20
Udaipur,Jaipur,TNSTC,815,8:19,Non-AC Sleeper,15:54,00:13,Cheap,2025-03-25
Mysore,Udaipur,VRL Travels,1717,12:41,AC Sleeper,22:52,11:33,Moderate,2025-04-14
Mysore,Lucknow,GreenLine Travels,1209,14:12,Non-AC Sleeper,13:18,03:30,Luxury,2025-03-12
Lucknow,Jodhpur,Parveen Travels,1391,7:12,Luxury Coach,01:27,08:39,Cheap,2025-03-24
Udaipur,Amritsar,RedBus,615,23:38,Express,22:06,21:44,Moderate,2025-03-27
Kanpur,Patna,TNSTC,620,9:39,AC Sleeper,10:17,19:56,Luxury,2025-03-13
Coimbatore,Patna,TNSTC,1392,22:25,Express,14:22,12:47,Moderate,2025-04-19
Nashik,Chennai,KSRTC,914,16:53,AC Sleeper,00:34,17:27,Luxury,2025-04-16
Visakhapatnam,Mumbai,TNSTC,859,23:53,Semi-Sleeper,09:24,09:17,Moderate,2025-02-27
Chandigarh,Bhopal,RedBus,120,22:31,Volvo,21:58,20:29,Cheap,2025-03-14
Bhubaneswar,Madurai,RedBus,1199,8:32,Express,10:13,18:45,Moderate,2025-03-30
Udaipur,Gwalior,RedBus,255,10:46,Semi-Sleeper,12:08,22:54,Moderate,2025-04-01
Ranchi,Visakhapatnam,TNSTC,1513,21:08,Luxury Coach,14:34,11:42,Luxury,2025-03-08
Hyderabad,Bhubaneswar,GreenLine Travels,818,20:01,Non-AC Sleeper,14:10,10:11,Cheap,2025-03-01
Delhi,Thiruvananthapuram,KSRTC,1409,12:52,Volvo,07:33,20:25,Moderate,2025-03-03
Udaipur,Guwahati,KSRTC,1639,14:48,Volvo,02:44,17:32,Luxury,2025-03-01
Ahmedabad,Visakhapatnam,RedBus,460,23:32,Luxury Coach,23:21,22:53,Moderate,2025-03-03
Visakhapatnam,Shimla,VRL Travels,1104,7:54,AC Sleeper,21:05,04:59,Moderate,2025-03-24
Dehradun,Chennai,RedBus,375,22:37,Volvo,04:29,03:06,Luxury,2025-03-09
Varanasi,Udaipur,KSRTC,1220,3:39,Semi-Sleeper,01:10,04:49,Luxury,2025-02-23
Pune,Bangalore,TNSTC,416,19:05,Semi-Sleeper,23:36,18:41,Luxury,2025-03-28
Ahmedabad,Lucknow,TNSTC,959,12:29,Non-AC Sleeper,21:59,10:28,Cheap,2025-04-10
Surat,Nashik,VRL Travels,1264,20:41,Semi-Sleeper,00:52,21:33,Moderate,2025-03-16
Kanpur,Thiruvananthapuram,RedBus,1563,6:39,Volvo,22:13,04:52,Moderate,2025-03-19
Guwahati,Meerut,SRS Travels,1083,7:13,Volvo,22:04,05:17,Luxury,2025-04-17
Vadodara,Chandigarh,SRS Travels,132,24:47,Non-AC Sleeper,11:47,12:34,Luxury,2025-02-20
Varanasi,Ahmedabad,RedBus,656,5:04,Express,14:22,19:26,Cheap,2025-03-23
Dehradun,Patna,SRS Travels,1290,12:50,Non-AC Sleeper,14:21,03:11,Moderate,2025-03-23
Chandigarh,Gwalior,RedBus,433,21:58,AC Sleeper,09:00,06:58,Cheap,2025-02-19
Ahmedabad,Bangalore,VRL Travels,1992,10:50,Non-AC Sleeper,15:06,01:56,Cheap,2025-04-15
Vadodara,Raipur,GreenLine Travels,777,7:10,Luxury Coach,22:18,05:28,Moderate,2025-03-07
Patna,Bhopal,Parveen Travels,1077,8:56,AC Sleeper,06:55,15:51,Moderate,2025-03-16
Meerut,Vijayawada,TNSTC,1885,2:00,Volvo,10:30,12:30,Luxury,2025-04-18
Chandigarh,Lucknow,GreenLine Travels,568,2:35,Non-AC Sleeper,17:03,19:38,Luxury,2025-03-11
Ahmedabad,Agra,VRL Travels,1333,20:54,Luxury Coach,23:14,20:08,Moderate,2025-03-10
Udaipur,Guwahati,GreenLine Travels,1557,14:30,Non-AC Sleeper,23:33,14:03,Moderate,2025-04-14
Kolkata,Coimbatore,GreenLine Travels,1870,13:05,Luxury Coach,11:42,00:47,Cheap,2025-03-24
Vadodara,Chandigarh,KSRTC,184,8:26,Semi-Sleeper,00:17,08:43,Cheap,2025-02-26
Vadodara,Aurangabad,TNSTC,1860,16:39,Volvo,10:27,03:06,Moderate,2025-04-16
Jodhpur,Varanasi,GreenLine Travels,1677,11:18,Luxury Coach,16:57,04:15,Luxury,2025-03-30
Meerut,Chandigarh,GreenLine Travels,1550,6:18,Non-AC Sleeper,06:55,13:13,Moderate,2025-04-04
Chandigarh,Vijayawada,Parveen Travels,1755,23:53,Volvo,16:18,16:11,Cheap,2025-03-09
Pune,Udaipur,KSRTC,555,12:49,Express,09:55,22:44,Luxury,2025-04-09
Patna,Vijayawada,KSRTC,654,8:12,Luxury Coach,22:10,06:22,Luxury,2025-03-11
Jamshedpur,Mysore,GreenLine Travels,980,13:44,Express,06:59,20:43,Moderate,2025-04-17
Bangalore,Amritsar,Parveen Travels,702,13:39,Non-AC Sleeper,17:26,07:05,Luxury,2025-03-01
Patna,Udaipur,VRL Travels,422,17:18,Luxury Coach,11:39,04:57,Cheap,2025-03-03
Jaipur,Coimbatore,Parveen Travels,341,4:12,Luxury Coach,03:39,07:51,Cheap,2025-03-08
Madurai,Chennai,Parveen Travels,1838,11:49,AC Sleeper,03:29,15:18,Luxury,2025-04-13
Thiruvananthapuram,Gwalior,SRS Travels,274,20:54,Non-AC Sleeper,15:44,12:38,Luxury,2025-03-11
Chandigarh,Kolkata,KSRTC,885,5:22,Volvo,05:33,10:55,Moderate,2025-03-25
Indore,Jaipur,TNSTC,1145,23:55,Non-AC Sleeper,16:16,16:11,Moderate,2025-03-14
Bhopal,Jodhpur,RedBus,404,22:09,Semi-Sleeper,17:30,15:39,Moderate,2025-03-25
Chennai,Amritsar,GreenLine Travels,384,5:01,Luxury Coach,07:34,12:35,Cheap,2025-03-19
Hyderabad,Agra,Parveen Travels,1146,17:57,Semi-Sleeper,22:47,16:44,Moderate,2025-03-16
Bhubaneswar,Mysore,KSRTC,1967,24:06,Luxury Coach,15:23,15:29,Luxury,2025-03-16
Bhubaneswar,Coimbatore,GreenLine Travels,1109,7:56,AC Sleeper,23:53,07:49,Luxury,2025-04-03
Raipur,Madurai,TNSTC,288,5:15,Luxury Coach,12:19,17:34,Luxury,2025-03-13
Varanasi,Jodhpur,TNSTC,1156,19:32,AC Sleeper,09:09,04:41,Cheap,2025-03-05
Dehradun,Delhi,SRS Travels,265,15:32,Volvo,19:51,11:23,Cheap,2025-02-26
Aurangabad,Gwalior,Parveen Travels,775,14:36,Luxury Coach,23:00,13:36,Luxury,2025-03-12
Vijayawada,Lucknow,VRL Travels,1723,18:52,Non-AC Sleeper,03:07,21:59,Moderate,2025-03-01
Meerut,Visakhapatnam,Parveen Travels,1423,20:22,Express,06:23,02:45,Cheap,2025-04-05
Ranchi,Patna,VRL Travels,282,5:09,Non-AC Sleeper,04:43,09:52,Cheap,2025-04-07
Delhi,Indore,VRL Travels,789,12:19,Express,06:23,18:42,Luxury,2025-03-01
Madurai,Shimla,KSRTC,797,4:20,AC Sleeper,21:48,02:08,Luxury,2025-04-03
Madurai,Jamshedpur,GreenLine Travels,531,21:39,AC Sleeper,20:18,17:57,Luxury,2025-03-20
Bhubaneswar,Madurai,GreenLine Travels,276,7:08,Non-AC Sleeper,13:53,21:01,Moderate,2025-02-25
Guwahati,Vijayawada,SRS Travels,1758,21:44,Express,23:53,21:37,Moderate,2025-02-23
Delhi,Vijayawada,GreenLine Travels,1922,2:12,Semi-Sleeper,05:11,07:23,Luxury,2025-03-27
Vadodara,Vijayawada,GreenLine Travels,143,13:14,Express,06:00,19:14,Moderate,2025-02-20
Lucknow,Gwalior,KSRTC,907,23:41,Volvo,09:08,08:49,Moderate,2025-04-12
Kanpur,Hyderabad,SRS Travels,551,22:19,Express,14:40,12:59,Luxury,2025-02-24
Amritsar,Bhopal,GreenLine Travels,886,10:45,Express,07:20,18:05,Moderate,2025-03-06
Bhubaneswar,Shimla,SRS Travels,1028,20:14,Luxury Coach,00:54,21:08,Moderate,2025-03-13
Aurangabad,Shimla,VRL Travels,1377,7:52,Volvo,09:17,17:09,Cheap,2025-04-11
Hyderabad,Mysore,TNSTC,439,2:19,Non-AC Sleeper,00:20,02:39,Luxury,2025-02-19
Mysore,Agra,SRS Travels,523,21:07,Express,11:28,08:35,Luxury,2025-03-25
Madurai,Surat,RedBus,1054,7:31,AC Sleeper,21:31,05:02,Luxury,2025-02-26
Jamshedpur,Guwahati,GreenLine Travels,650,19:09,Volvo,04:02,23:11,Luxury,2025-04-15
Lucknow,Dehradun,GreenLine Travels,1638,20:21,Semi-Sleeper,18:58,15:19,Luxury,2025-04-06
Udaipur,Nashik,Parveen Travels,621,2:59,AC Sleeper,23:20,02:19,Luxury,2025-04-02
Vijayawada,Dehradun,SRS Travels,1446,12:13,Non-AC Sleeper,16:19,04:32,Cheap,2025-03-24
Pune,Visakhapatnam,KSRTC,411,12:06,Semi-Sleeper,02:33,14:39,Moderate,2025-03-24
Kanpur,Thiruvananthapuram,KSRTC,1651,19:11,Volvo,08:20,03:31,Luxury,2025-02-19
Aurangabad,Amritsar,VRL Travels,1962,20:33,AC Sleeper,04:28,01:01,Cheap,2025-03-05
Delhi,Ranchi,RedBus,1636,20:46,Luxury Coach,03:49,00:35,Moderate,2025-02-21
Amritsar,Bangalore,TNSTC,1426,10:35,Semi-Sleeper,23:39,10:14,Luxury,2025-03-10
Meerut,Delhi,KSRTC,1558,16:13,Semi-Sleeper,22:08,14:21,Moderate,2025-02-23
Raipur,Aurangabad,VRL Travels,1734,23:43,Luxury Coach,13:08,12:51,Moderate,2025-04-19
Ranchi,Aurangabad,VRL Travels,887,13:34,Non-AC Sleeper,06:48,20:22,Luxury,2025-03-26
Gwalior,Jamshedpur,KSRTC,543,21:00,AC Sleeper,20:57,17:57,Cheap,2025-03-21
Ranchi,Agra,TNSTC,1514,20:16,AC Sleeper,00:06,20:22,Cheap,2025-02-27
Kolkata,Indore,KSRTC,155,14:46,Semi-Sleeper,22:21,13:07,Luxury,2025-02-22
Jaipur,Kolkata,TNSTC,770,17:13,Non-AC Sleeper,17:42,10:55,Moderate,2025-03-27
Lucknow,Meerut,RedBus,1547,21:40,Luxury Coach,15:42,13:22,Moderate,2025-03-05
Guwahati,Vadodara,GreenLine Travels,1111,11:33,Express,05:07,16:40,Luxury,2025-04-01
Varanasi,Meerut,SRS Travels,188,5:45,Non-AC Sleeper,17:37,23:22,Cheap,2025-03-20
Madurai,Jaipur,GreenLine Travels,1378,20:56,Semi-Sleeper,03:21,00:17,Luxury,2025-04-14
Surat,Madurai,Parveen Travels,930,19:19,Volvo,12:24,07:43,Cheap,2025-02-19
Shimla,Bhubaneswar,KSRTC,576,9:19,Non-AC Sleeper,07:39,16:58,Moderate,2025-04-14
Indore,Amritsar,SRS Travels,721,7:57,Semi-Sleeper,00:17,08:14,Moderate,2025-03-22
Visakhapatnam,Bangalore,TNSTC,1526,21:12,Semi-Sleeper,13:19,10:31,Luxury,2025-04-06
Bhopal,Varanasi,VRL Travels,650,6:25,Luxury Coach,07:55,14:20,Luxury,2025-03-13
Vadodara,Jamshedpur,KSRTC,482,13:29,Luxury Coach,09:05,22:34,Moderate,2025-03-20
Meerut,Surat,Parveen Travels,786,6:32,Non-AC Sleeper,03:37,10:09,Cheap,2025-03-14
Visakhapatnam,Thiruvananthapuram,RedBus,1621,19:38,Semi-Sleeper,12:32,08:10,Cheap,2025-02-27
Agra,Madurai,TNSTC,1260,3:07,Luxury Coach,04:22,07:29,Luxury,2025-03-03
Indore,Hyderabad,Parveen Travels,554,14:52,Volvo,05:28,20:20,Luxury,2025-04-01
Kolkata,Madurai,GreenLine Travels,1795,10:19,Luxury Coach,03:46,14:05,Cheap,2025-04-15
Varanasi,Kanpur,KSRTC,1845,8:52,Non-AC Sleeper,06:38,15:30,Cheap,2025-04-11
Jaipur,Ranchi,RedBus,545,2:00,Semi-Sleeper,03:49,05:49,Luxury,2025-04-04
Bhubaneswar,Thiruvananthapuram,TNSTC,1453,18:32,Luxury Coach,07:28,02:00,Cheap,2025-03-06
Vadodara,Pune,SRS Travels,1813,11:07,Volvo,19:51,06:58,Moderate,2025-04-03
Jamshedpur,Agra,RedBus,1434,10:29,Semi-Sleeper,10:07,20:36,Luxury,2025-04-14
Madurai,Varanasi,VRL Travels,682,21:14,Volvo,01:03,22:17,Luxury,2025-03-04
Pune,Thiruvananthapuram,Parveen Travels,1326,15:26,Express,01:33,16:59,Luxury,2025-04-06
Gwalior,Bhubaneswar,SRS Travels,322,3:32,AC Sleeper,22:29,02:01,Moderate,2025-03-03
Raipur,Jaipur,VRL Travels,168,7:28,Semi-Sleeper,11:15,18:43,Luxury,2025-04-08
Aurangabad,Bhopal,GreenLine Travels,1333,21:24,Semi-Sleeper,17:24,14:48,Cheap,2025-03-02
Vadodara,Meerut,Parveen Travels,674,24:44,Luxury Coach,22:37,23:21,Luxury,2025-02-28
Indore,Bhubaneswar,GreenLine Travels,1538,14:58,Non-AC Sleeper,06:24,21:22,Moderate,2025-04-19
Indore,Bhopal,Parveen Travels,1066,14:11,Express,17:59,08:10,Moderate,2025-04-14
Patna,Ranchi,TNSTC,680,22:44,Express,21:52,20:36,Luxury,2025-03-05
Mysore,Gwalior,RedBus,1222,15:32,Express,19:11,10:43,Luxury,2025-03-15
Shimla,Nashik,KSRTC,1880,19:38,Semi-Sleeper,22:44,18:22,Luxury,2025-03-06
Pune,Jamshedpur,SRS Travels,970,15:41,Non-AC Sleeper,17:32,09:13,Moderate,2025-03-18
Indore,Pune,SRS Travels,862,18:51,Non-AC Sleeper,15:34,10:25,Cheap,2025-03-21
Chennai,Dehradun,Parveen Travels,1494,13:10,Non-AC Sleeper,21:06,10:16,Cheap,2025-04-13
Madurai,Meerut,VRL Travels,1027,18:31,Volvo,21:12,15:43,Moderate,2025-04-10
Udaipur,Guwahati,SRS Travels,1533,20:22,Non-AC Sleeper,20:43,17:05,Moderate,2025-02-26
Chennai,Madurai,KSRTC,533,17:24,Express,15:58,09:22,Moderate,2025-03-12
Vijayawada,Surat,RedBus,193,17:00,Semi-Sleeper,22:41,15:41,Cheap,2025-03-03
Amritsar,Lucknow,KSRTC,429,14:11,Semi-Sleeper,04:54,19:05,Luxury,2025-03-09
Raipur,Jamshedpur,KSRTC,1573,18:35,Express,12:44,07:19,Moderate,2025-03-18
Surat,Jodhpur,RedBus,1468,14:33,Semi-Sleeper,09:02,23:35,Cheap,2025-03-28
Hyderabad,Vadodara,VRL Travels,1476,24:45,Non-AC Sleeper,17:01,17:46,Moderate,2025-04-11
Bangalore,Coimbatore,Parveen Travels,519,15:57,AC Sleeper,09:46,01:43,Cheap,2025-04-19
Surat,Aurangabad,VRL Travels,1034,16:16,Non-AC Sleeper,02:06,18:22,Luxury,2025-04-01
Indore,Visakhapatnam,VRL Travels,748,19:54,AC Sleeper,07:30,03:24,Moderate,2025-03-17
Bhubaneswar,Udaipur,Parveen Travels,1490,18:07,Semi-Sleeper,06:13,00:20,Cheap,2025-04-19
Ahmedabad,Madurai,VRL Travels,1513,10:02,AC Sleeper,10:55,20:57,Moderate,2025-04-16
Agra,Jamshedpur,VRL Travels,172,23:04,Luxury Coach,20:56,20:00,Moderate,2025-02-25
Bhubaneswar,Meerut,Parveen Travels,369,3:59,Luxury Coach,12:35,16:34,Cheap,2025-04-17
Pune,Indore,KSRTC,1418,16:59,Volvo,06:30,23:29,Moderate,2025-03-17
Chandigarh,Bhubaneswar,KSRTC,830,17:07,Semi-Sleeper,18:10,11:17,Luxury,2025-03-13
Shimla,Visakhapatnam,SRS Travels,321,22:12,Luxury Coach,21:47,19:59,Moderate,2025-03-24
Chandigarh,Ranchi,RedBus,1563,13:21,Luxury Coach,04:19,17:40,Luxury,2025-04-02
Agra,Meerut,RedBus,652,3:00,Volvo,20:12,23:12,Luxury,2025-03-19
Ahmedabad,Mysore,SRS Travels,1570,16:07,Non-AC Sleeper,23:15,15:22,Moderate,2025-03-04
Varanasi,Chennai,SRS Travels,615,21:16,Luxury Coach,16:13,13:29,Cheap,2025-02-23
Kanpur,Patna,VRL Travels,1795,6:41,Luxury Coach,13:58,20:39,Moderate,2025-03-14
Bhopal,Dehradun,SRS Travels,655,3:34,Volvo,05:53,09:27,Luxury,2025-03-09
Udaipur,Gwalior,RedBus,646,23:14,Semi-Sleeper,04:27,03:41,Luxury,2025-04-07
