Source,Destination,Flight Number,Airline,Duration,Departure Time,Arrival Time,Flight Type,Aircraft Type,Flight Category,Flight Price,Flight Date
Pune,Chennai,AI486,SpiceJet,02:21,14:00,08:49,International,Boeing 737,Luxury,9515,25-12-2025
Aurangabad,Bhopal,AI927,GoAir,03:21,21:59,16:31,Domestic,Embraer E175,Moderate,8781,23-10-2025
Nashik,Vadodara,AI596,GoAir,01:10,04:37,12:38,Domestic,Boeing 737,Economy,10535,24-02-2025
Mumbai,Hyderabad,AI417,TruJet,03:20,02:50,17:36,Domestic,Airbus A320,Luxury,14360,13-04-2025
Nashik,Ahmedabad,AI155,IndiGo,02:21,13:50,09:51,International,Airbus A320,Moderate,10988,20-01-2025
Amravati,Surat,AI297,TruJet,03:14,05:45,06:49,Domestic,ATR 72,Economy,7915,01-06-2025
Aurangabad,Goa,AI991,SpiceJet,01:39,21:01,20:30,International,Airbus A320,Moderate,16390,07-07-2025
Nagpur,Hyderabad,AI614,SpiceJet,01:25,19:44,17:32,International,Embraer E175,Economy,12551,20-05-2025
Aurangabad,Chennai,AI611,SpiceJet,02:45,13:07,17:10,Domestic,Airbus A320,Moderate,5868,06-04-2025
Solapur,Indore,AI696,Vistara,02:01,00:52,15:12,International,ATR 72,Luxury,6769,18-05-2025
Aurangabad,Udaipur,AI366,GoAir,03:41,08:43,02:27,International,Boeing 737,Economy,8958,24-03-2025
Mumbai,Goa,AI786,TruJet,03:28,10:22,23:37,Domestic,Airbus A320,Economy,12194,13-06-2025
Aurangabad,Chennai,AI990,Air India,03:56,14:07,11:41,Domestic,Airbus A320,Economy,13306,03-10-2025
Aurangabad,Jaipur,AI836,IndiGo,02:54,21:05,02:19,International,Embraer E175,Moderate,8826,16-05-2025
Thane,Vadodara,AI932,Vistara,01:37,22:19,18:37,International,Airbus A320,Moderate,6686,20-07-2025
Aurangabad,Vadodara,AI246,SpiceJet,02:58,01:16,17:06,International,Airbus A320,Moderate,6484,03-02-2025
Nashik,Vadodara,AI382,GoAir,01:43,03:07,18:13,International,Boeing 737,Luxury,14481,28-02-2025
Nagpur,Surat,AI270,SpiceJet,01:37,22:39,00:19,Domestic,Embraer E175,Economy,16265,28-06-2025
Solapur,Bhopal,AI720,GoAir,03:19,10:26,04:42,Domestic,Airbus A320,Moderate,6596,10-02-2025
Pune,Surat,AI666,TruJet,03:48,10:09,02:14,International,Airbus A320,Moderate,17826,08-10-2025
Nashik,Hyderabad,AI642,IndiGo,03:54,14:14,08:09,Domestic,Airbus A320,Moderate,10150,09-02-2025
Mumbai,Bhopal,AI283,Air India,03:02,23:48,07:15,Domestic,ATR 72,Moderate,6046,30-08-2025
Nashik,Hyderabad,AI996,TruJet,03:51,21:45,16:15,Domestic,Airbus A320,Luxury,19842,20-12-2025
Kolhapur,Vadodara,AI460,TruJet,03:17,01:30,17:57,Domestic,ATR 72,Economy,9879,13-11-2025
Nashik,Ahmedabad,AI642,IndiGo,01:25,10:07,23:11,International,Airbus A320,Moderate,16552,21-10-2025
Nagpur,Hyderabad,AI135,TruJet,03:52,01:55,02:47,Domestic,Boeing 737,Moderate,18864,11-12-2025
Amravati,Vadodara,AI126,TruJet,03:42,05:48,03:50,International,Boeing 737,Luxury,15494,09-10-2025
Amravati,Hyderabad,AI106,Vistara,03:00,03:05,00:17,International,ATR 72,Economy,5390,07-06-2025
Solapur,Surat,AI517,TruJet,02:58,10:46,13:14,Domestic,Boeing 737,Moderate,9755,10-07-2025
Thane,Surat,AI906,TruJet,02:59,15:34,03:48,Domestic,ATR 72,Luxury,11922,09-04-2025
Pune,Hyderabad,AI328,TruJet,03:34,00:20,01:23,International,Embraer E175,Moderate,19012,06-03-2025
Pune,Hyderabad,AI995,TruJet,02:36,06:25,16:34,International,ATR 72,Moderate,8224,28-06-2025
Mumbai,Indore,AI614,SpiceJet,03:57,07:13,11:01,Domestic,ATR 72,Luxury,5767,07-08-2025
Solapur,Udaipur,AI901,SpiceJet,01:27,11:49,02:48,International,Boeing 737,Economy,17184,08-12-2025
Nashik,Bhopal,AI268,Air India,03:25,23:38,19:50,Domestic,Embraer E175,Luxury,6853,17-10-2025
Jalgaon,Chennai,AI370,IndiGo,01:05,03:43,20:53,Domestic,ATR 72,Economy,5703,25-12-2025
Nagpur,Surat,AI556,Vistara,03:22,05:34,03:20,Domestic,Airbus A320,Luxury,13553,23-04-2025
Nashik,Goa,AI111,TruJet,03:26,00:43,23:35,Domestic,Boeing 737,Economy,15163,05-04-2025
Amravati,Udaipur,AI110,GoAir,02:35,03:25,00:03,International,Airbus A320,Luxury,5860,30-08-2025
Aurangabad,Ahmedabad,AI534,Vistara,02:12,16:09,17:44,Domestic,Boeing 737,Moderate,5563,13-08-2025
Nagpur,Ahmedabad,AI709,Vistara,03:08,22:07,00:37,International,ATR 72,Luxury,9092,07-06-2025
Amravati,Goa,AI139,TruJet,02:58,06:31,23:23,International,Embraer E175,Economy,12204,30-05-2025
Nashik,Hyderabad,AI405,Air India,02:21,16:29,09:27,Domestic,ATR 72,Economy,13663,29-08-2025
Kolhapur,Surat,AI790,Vistara,02:39,02:56,05:45,International,Boeing 737,Moderate,6270,04-08-2025
Amravati,Hyderabad,AI841,TruJet,02:27,08:40,14:05,Domestic,Embraer E175,Luxury,7890,11-05-2025
Solapur,Indore,AI117,Air India,03:59,05:19,07:03,Domestic,ATR 72,Moderate,9537,24-10-2025
Nashik,Hyderabad,AI568,GoAir,03:11,07:22,18:14,International,Embraer E175,Luxury,18121,19-09-2025
Pune,Vadodara,AI809,IndiGo,02:09,18:32,08:31,Domestic,ATR 72,Luxury,12389,29-12-2025
Thane,Goa,AI661,Air India,02:58,09:18,18:27,Domestic,Airbus A320,Luxury,5087,23-03-2025
Solapur,Indore,AI552,Vistara,01:34,11:31,04:52,Domestic,Boeing 737,Moderate,12955,13-07-2025
Nagpur,Goa,AI120,TruJet,02:54,06:02,17:51,Domestic,Airbus A320,Luxury,5544,25-07-2025
Jalgaon,Indore,AI989,IndiGo,03:31,10:40,15:06,Domestic,ATR 72,Luxury,5009,17-09-2025
Kolhapur,Hyderabad,AI711,Vistara,02:38,17:02,11:05,Domestic,ATR 72,Luxury,14368,18-10-2025
Mumbai,Hyderabad,AI932,IndiGo,01:50,08:12,08:34,Domestic,Airbus A320,Moderate,7542,12-12-2025
Thane,Jaipur,AI548,GoAir,02:50,17:45,12:28,International,Airbus A320,Economy,13331,19-12-2025
Aurangabad,Surat,AI724,Air India,03:16,00:51,18:36,Domestic,ATR 72,Luxury,8648,19-06-2025
Jalgaon,Indore,AI928,IndiGo,02:13,18:51,08:17,Domestic,ATR 72,Economy,13001,03-04-2025
Nashik,Indore,AI859,IndiGo,03:51,01:30,14:51,Domestic,ATR 72,Economy,19673,31-01-2025
Amravati,Surat,AI782,IndiGo,01:34,21:43,06:57,International,Boeing 737,Luxury,6961,04-12-2025
Nashik,Udaipur,AI267,TruJet,01:56,20:08,10:40,International,Boeing 737,Moderate,5523,01-08-2025
Pune,Hyderabad,AI627,SpiceJet,03:38,15:49,23:59,International,Airbus A320,Economy,12901,07-07-2025
Mumbai,Indore,AI190,SpiceJet,02:00,00:45,17:54,International,Airbus A320,Luxury,17777,18-03-2025
Kolhapur,Surat,AI638,Air India,03:51,17:46,19:08,Domestic,Boeing 737,Luxury,18009,24-07-2025
Pune,Ahmedabad,AI379,SpiceJet,03:39,14:53,13:31,International,Boeing 737,Economy,7697,04-06-2025
Pune,Bhopal,AI736,IndiGo,03:40,10:07,16:47,Domestic,ATR 72,Moderate,6236,20-10-2025
Amravati,Jaipur,AI936,SpiceJet,01:29,13:05,11:32,Domestic,Boeing 737,Economy,13976,25-07-2025
Kolhapur,Indore,AI664,TruJet,01:41,04:14,06:28,Domestic,Airbus A320,Moderate,17673,22-07-2025
Mumbai,Ahmedabad,AI383,SpiceJet,02:02,14:28,02:41,International,Embraer E175,Moderate,7069,20-06-2025
Jalgaon,Indore,AI647,TruJet,02:20,20:22,19:36,International,Embraer E175,Luxury,14736,04-11-2025
Kolhapur,Udaipur,AI116,Air India,02:18,06:02,07:32,International,ATR 72,Luxury,9340,25-07-2025
Aurangabad,Hyderabad,AI758,SpiceJet,02:04,17:22,03:42,International,Airbus A320,Economy,11990,06-10-2025
Pune,Udaipur,AI458,SpiceJet,01:59,01:55,08:13,International,Airbus A320,Moderate,12326,28-05-2025
Jalgaon,Hyderabad,AI941,Air India,02:47,17:12,04:33,Domestic,Embraer E175,Moderate,5255,18-05-2025
Mumbai,Udaipur,AI653,Air India,01:37,21:03,13:57,Domestic,Embraer E175,Economy,18984,10-02-2025
Kolhapur,Bhopal,AI895,Air India,01:48,03:06,14:30,International,Boeing 737,Economy,13243,12-06-2025
Pune,Surat,AI771,TruJet,01:32,23:09,12:22,International,Airbus A320,Luxury,15585,14-02-2025
Jalgaon,Bhopal,AI605,IndiGo,02:50,04:29,10:15,Domestic,Airbus A320,Moderate,17962,20-02-2025
Amravati,Goa,AI548,GoAir,03:19,09:54,12:25,International,Boeing 737,Economy,14341,12-10-2025
Solapur,Chennai,AI947,TruJet,01:35,04:01,00:03,International,Boeing 737,Moderate,16552,18-06-2025
Aurangabad,Surat,AI166,IndiGo,01:42,04:51,20:48,Domestic,Boeing 737,Moderate,13342,22-01-2025
Pune,Ahmedabad,AI562,Air India,02:41,23:17,12:21,Domestic,Boeing 737,Moderate,7818,16-05-2025
Thane,Udaipur,AI991,TruJet,01:35,14:23,23:57,International,ATR 72,Economy,6448,27-06-2025
Pune,Goa,AI118,GoAir,02:18,18:27,00:59,Domestic,Boeing 737,Moderate,12373,29-03-2025
Jalgaon,Surat,AI370,IndiGo,01:05,02:23,04:01,International,Boeing 737,Moderate,17851,04-09-2025
Solapur,Ahmedabad,AI958,TruJet,02:10,15:12,11:41,Domestic,Boeing 737,Economy,6796,29-09-2025
Aurangabad,Udaipur,AI776,Air India,02:21,22:37,11:44,Domestic,Airbus A320,Economy,5548,29-04-2025
Nashik,Ahmedabad,AI339,TruJet,01:27,20:16,08:06,Domestic,Embraer E175,Economy,17508,14-10-2025
Kolhapur,Jaipur,AI478,GoAir,02:52,08:53,08:50,Domestic,Embraer E175,Moderate,14608,04-07-2025
Pune,Indore,AI915,GoAir,02:25,18:19,16:13,International,Embraer E175,Luxury,16344,09-06-2025
Kolhapur,Udaipur,AI859,GoAir,01:25,11:49,02:30,International,ATR 72,Moderate,5709,18-07-2025
Kolhapur,Udaipur,AI170,SpiceJet,02:19,13:50,18:45,International,ATR 72,Moderate,11990,31-03-2025
Pune,Vadodara,AI792,IndiGo,01:23,00:11,16:12,Domestic,Boeing 737,Moderate,13325,31-05-2025
Mumbai,Indore,AI238,SpiceJet,03:29,22:14,09:05,International,Boeing 737,Luxury,7337,24-10-2025
Thane,Chennai,AI360,TruJet,03:20,22:50,22:49,International,ATR 72,Moderate,15978,22-10-2025
Pune,Udaipur,AI312,Air India,03:23,00:54,16:15,International,Boeing 737,Moderate,10392,15-09-2025
Nashik,Udaipur,AI379,IndiGo,01:28,05:11,19:01,International,ATR 72,Economy,7193,01-09-2025
Aurangabad,Udaipur,AI612,SpiceJet,02:10,13:16,00:23,International,Boeing 737,Moderate,10829,15-07-2025
Aurangabad,Indore,AI204,Air India,03:05,09:52,00:24,Domestic,Airbus A320,Luxury,13838,14-06-2025
Solapur,Jaipur,AI607,Air India,01:44,20:15,06:49,International,Airbus A320,Luxury,10732,29-09-2025
Thane,Goa,AI642,GoAir,01:08,13:15,16:34,International,Airbus A320,Moderate,15340,15-08-2025
Kolhapur,Surat,AI553,Air India,01:20,01:48,06:25,Domestic,ATR 72,Luxury,8521,09-10-2025
Nagpur,Hyderabad,AI301,IndiGo,03:01,09:24,02:35,International,Airbus A320,Luxury,9553,18-04-2025
Pune,Bhopal,AI337,GoAir,02:05,16:20,19:08,International,ATR 72,Luxury,8265,01-03-2025
Thane,Goa,AI287,Vistara,03:01,14:52,00:53,International,Airbus A320,Economy,10121,09-02-2025
Nagpur,Surat,AI998,GoAir,03:29,17:16,15:54,International,Embraer E175,Luxury,14698,07-04-2025
Jalgaon,Hyderabad,AI431,SpiceJet,02:39,22:08,22:26,International,ATR 72,Luxury,5299,21-01-2025
Amravati,Hyderabad,AI539,Vistara,01:30,02:33,14:22,International,ATR 72,Economy,18697,10-11-2025
Amravati,Surat,AI488,GoAir,01:51,03:04,21:52,Domestic,Boeing 737,Luxury,12494,18-01-2025
Pune,Bhopal,AI213,IndiGo,02:30,09:53,07:42,International,Embraer E175,Economy,11166,08-08-2025
Nashik,Hyderabad,AI424,GoAir,02:31,14:51,18:23,Domestic,Boeing 737,Economy,6038,07-11-2025
Pune,Goa,AI564,IndiGo,01:50,17:18,23:22,International,Airbus A320,Economy,6341,14-12-2025
Amravati,Indore,AI263,Air India,03:25,08:16,00:44,International,Airbus A320,Economy,6985,29-08-2025
Kolhapur,Ahmedabad,AI829,Air India,02:46,13:44,00:19,Domestic,Embraer E175,Luxury,10252,30-07-2025
Nagpur,Goa,AI118,GoAir,03:15,03:24,21:31,Domestic,ATR 72,Economy,6034,31-01-2025
Aurangabad,Indore,AI808,GoAir,03:55,13:19,08:30,Domestic,Embraer E175,Economy,14112,07-11-2025
Amravati,Goa,AI309,SpiceJet,01:42,20:13,04:53,Domestic,Embraer E175,Luxury,12116,23-01-2025
Pune,Jaipur,AI494,TruJet,01:16,07:19,16:05,International,Airbus A320,Moderate,8400,18-05-2025
Nagpur,Vadodara,AI423,IndiGo,02:40,03:53,21:12,Domestic,Embraer E175,Luxury,11519,29-06-2025
Kolhapur,Indore,AI829,GoAir,01:33,20:38,23:34,Domestic,Embraer E175,Economy,11404,01-07-2025
Amravati,Jaipur,AI627,SpiceJet,03:14,21:44,21:04,International,Embraer E175,Luxury,8831,12-04-2025
Kolhapur,Surat,AI282,Vistara,03:00,01:11,08:34,International,Boeing 737,Economy,7504,24-01-2025
Solapur,Indore,AI244,SpiceJet,03:16,03:38,17:40,International,Embraer E175,Economy,5594,28-10-2025
Mumbai,Goa,AI945,Air India,03:21,05:00,23:30,Domestic,Boeing 737,Luxury,5997,24-02-2025
Pune,Hyderabad,AI318,TruJet,02:31,06:19,04:24,Domestic,Boeing 737,Economy,14335,08-12-2025
Thane,Bhopal,AI461,TruJet,01:26,01:06,11:40,Domestic,Embraer E175,Luxury,7738,28-04-2025
Kolhapur,Surat,AI847,Vistara,02:58,09:59,06:58,Domestic,ATR 72,Luxury,18984,04-07-2025
Kolhapur,Ahmedabad,AI413,Vistara,02:37,15:22,18:53,Domestic,ATR 72,Economy,15611,01-12-2025
Kolhapur,Vadodara,AI211,Vistara,03:46,09:14,21:43,International,Embraer E175,Luxury,8078,15-12-2025
Amravati,Vadodara,AI904,TruJet,02:41,05:05,07:51,International,Airbus A320,Luxury,16350,06-10-2025
Solapur,Vadodara,AI654,Vistara,03:59,04:26,05:34,International,Embraer E175,Luxury,17384,06-04-2025
Jalgaon,Bhopal,AI264,Air India,03:27,18:36,10:48,Domestic,ATR 72,Economy,15117,24-11-2025
Nagpur,Bhopal,AI241,Air India,01:12,19:50,02:51,Domestic,Airbus A320,Luxury,11766,12-12-2025
Amravati,Bhopal,AI675,SpiceJet,02:22,05:05,02:31,Domestic,Embraer E175,Luxury,5623,04-07-2025
Pune,Indore,AI950,SpiceJet,02:44,03:51,20:48,International,Boeing 737,Moderate,8645,09-10-2025
Kolhapur,Jaipur,AI490,Air India,03:38,14:20,17:29,International,Airbus A320,Economy,16642,09-06-2025
Mumbai,Hyderabad,AI168,IndiGo,02:57,09:06,23:37,Domestic,Embraer E175,Moderate,5008,11-03-2025
Nashik,Surat,AI482,Air India,03:28,20:00,01:59,Domestic,Boeing 737,Luxury,12064,26-04-2025
Nashik,Jaipur,AI753,TruJet,01:23,20:31,02:08,International,ATR 72,Economy,15231,18-09-2025
Mumbai,Chennai,AI955,GoAir,03:14,16:52,01:21,International,Airbus A320,Economy,11232,14-10-2025
Nashik,Hyderabad,AI546,Air India,02:05,10:55,18:36,Domestic,Embraer E175,Moderate,19884,18-07-2025
Pune,Chennai,AI688,SpiceJet,01:40,11:49,00:52,International,Airbus A320,Moderate,12616,14-02-2025
Aurangabad,Jaipur,AI154,GoAir,01:09,01:04,09:56,Domestic,Airbus A320,Luxury,8653,23-03-2025
Amravati,Indore,AI895,TruJet,01:40,09:18,05:21,International,Airbus A320,Luxury,6152,08-01-2025
Nagpur,Jaipur,AI886,Vistara,01:17,00:51,21:13,Domestic,ATR 72,Luxury,7536,20-04-2025
Aurangabad,Chennai,AI443,TruJet,01:03,06:39,03:20,Domestic,ATR 72,Luxury,11481,25-03-2025
Nashik,Chennai,AI438,SpiceJet,01:54,08:28,22:52,International,ATR 72,Luxury,10054,23-09-2025
Jalgaon,Surat,AI452,Vistara,03:43,04:04,18:21,International,Airbus A320,Moderate,10715,02-10-2025
Thane,Bhopal,AI662,GoAir,01:24,02:52,17:29,International,Boeing 737,Luxury,7702,13-03-2025
Solapur,Hyderabad,AI414,Air India,03:55,01:09,09:45,Domestic,ATR 72,Economy,9733,01-08-2025
Thane,Bhopal,AI935,IndiGo,01:28,18:07,19:00,International,ATR 72,Luxury,17669,09-02-2025
Amravati,Udaipur,AI691,Vistara,03:16,02:17,00:09,Domestic,Boeing 737,Economy,11019,07-05-2025
Solapur,Hyderabad,AI930,SpiceJet,02:14,10:19,18:53,Domestic,Boeing 737,Luxury,16085,24-02-2025
Aurangabad,Chennai,AI189,SpiceJet,02:07,20:48,01:34,International,ATR 72,Luxury,5208,28-11-2025
Pune,Hyderabad,AI506,Air India,02:23,18:53,03:48,International,ATR 72,Luxury,12677,08-05-2025
Solapur,Udaipur,AI405,SpiceJet,01:53,04:47,05:55,International,Airbus A320,Luxury,9740,21-03-2025
Pune,Vadodara,AI304,TruJet,02:58,07:26,17:31,International,Boeing 737,Economy,18377,19-01-2025
Jalgaon,Goa,AI150,GoAir,03:02,10:17,16:29,Domestic,Boeing 737,Moderate,13633,06-09-2025
Aurangabad,Hyderabad,AI518,TruJet,01:14,05:58,13:56,International,Airbus A320,Economy,15825,23-07-2025
Aurangabad,Chennai,AI639,Vistara,01:24,04:17,05:58,Domestic,Airbus A320,Economy,9201,18-08-2025
Aurangabad,Hyderabad,AI847,TruJet,03:51,09:41,10:48,Domestic,Boeing 737,Economy,7385,04-11-2025
Nagpur,Chennai,AI710,Vistara,01:50,10:05,01:01,International,Embraer E175,Economy,15532,01-01-2025
Jalgaon,Hyderabad,AI825,Air India,03:41,09:16,10:10,International,Boeing 737,Moderate,11570,28-12-2025
Amravati,Chennai,AI733,GoAir,01:36,22:41,07:41,Domestic,Boeing 737,Economy,7320,14-01-2025
Mumbai,Surat,AI307,SpiceJet,03:08,23:26,12:24,International,ATR 72,Moderate,14051,19-10-2025
Thane,Surat,AI101,Air India,02:35,13:03,22:31,Domestic,Boeing 737,Economy,15901,24-11-2025
Nashik,Goa,AI157,Vistara,03:51,05:57,21:28,Domestic,ATR 72,Economy,19385,20-03-2025
Aurangabad,Ahmedabad,AI963,GoAir,03:36,17:35,09:55,Domestic,Boeing 737,Luxury,10000,10-02-2025
Pune,Hyderabad,AI730,SpiceJet,03:10,06:21,03:16,Domestic,Embraer E175,Luxury,17507,17-05-2025
Nashik,Surat,AI511,GoAir,02:14,21:29,00:20,International,ATR 72,Luxury,14685,29-11-2025
Nashik,Jaipur,AI635,SpiceJet,02:37,20:08,21:07,Domestic,Airbus A320,Economy,14483,12-04-2025
Aurangabad,Vadodara,AI555,IndiGo,02:16,13:34,12:47,Domestic,Airbus A320,Luxury,9067,22-01-2025
Aurangabad,Bhopal,AI293,SpiceJet,02:43,16:46,10:51,International,ATR 72,Moderate,11611,08-11-2025
Solapur,Surat,AI460,Air India,01:59,13:26,19:35,International,ATR 72,Economy,13881,18-09-2025
Mumbai,Bhopal,AI572,GoAir,01:58,11:58,09:56,Domestic,Airbus A320,Moderate,9726,28-04-2025
Thane,Ahmedabad,AI449,IndiGo,03:10,22:19,01:45,Domestic,Embraer E175,Moderate,7696,25-10-2025
Nashik,Bhopal,AI592,GoAir,01:07,14:13,18:13,Domestic,Airbus A320,Luxury,12817,14-10-2025
Thane,Goa,AI705,SpiceJet,02:36,19:55,08:14,International,Boeing 737,Moderate,5038,21-09-2025
Kolhapur,Vadodara,AI491,Air India,03:33,09:38,03:15,International,Embraer E175,Luxury,10423,05-02-2025
Thane,Jaipur,AI833,SpiceJet,02:45,09:55,07:27,International,Embraer E175,Luxury,19853,29-07-2025
Thane,Vadodara,AI466,Vistara,01:25,20:42,23:33,International,Embraer E175,Luxury,18308,07-04-2025
Solapur,Bhopal,AI673,Air India,03:00,22:30,11:53,International,Airbus A320,Luxury,7822,31-10-2025
Amravati,Vadodara,AI993,IndiGo,01:30,14:33,13:12,International,Embraer E175,Moderate,11364,03-05-2025
Jalgaon,Chennai,AI693,IndiGo,03:57,16:49,03:54,International,Boeing 737,Luxury,12620,25-08-2025
Mumbai,Ahmedabad,AI872,GoAir,01:14,21:57,13:28,Domestic,Airbus A320,Luxury,14039,30-08-2025
Mumbai,Chennai,AI368,IndiGo,03:11,08:47,02:47,International,ATR 72,Economy,5291,29-10-2025
Aurangabad,Udaipur,AI399,TruJet,01:16,22:06,19:46,International,Boeing 737,Moderate,13309,15-04-2025
Solapur,Vadodara,AI385,GoAir,01:07,13:07,19:47,International,ATR 72,Moderate,7749,07-06-2025
Thane,Hyderabad,AI915,TruJet,01:16,07:26,07:40,International,Boeing 737,Moderate,9598,16-11-2025
Amravati,Vadodara,AI380,GoAir,03:18,04:55,19:34,Domestic,Embraer E175,Luxury,12008,11-10-2025
Mumbai,Udaipur,AI748,Vistara,03:12,08:14,02:23,Domestic,Boeing 737,Economy,9105,04-05-2025
Aurangabad,Chennai,AI787,Air India,02:23,12:37,18:07,International,ATR 72,Economy,5573,02-05-2025
Aurangabad,Udaipur,AI657,Vistara,01:06,22:56,11:34,International,Airbus A320,Economy,9746,28-08-2025
Mumbai,Ahmedabad,AI224,Air India,02:31,15:39,00:28,Domestic,Boeing 737,Moderate,7389,21-03-2025
Mumbai,Chennai,AI387,GoAir,01:14,10:46,14:22,International,ATR 72,Moderate,12988,16-08-2025
Kolhapur,Surat,AI885,Air India,02:30,11:44,10:40,International,Boeing 737,Economy,7957,13-05-2025
Mumbai,Bhopal,AI781,IndiGo,01:20,09:28,22:13,Domestic,Embraer E175,Economy,11289,18-02-2025
Pune,Indore,AI833,Air India,02:39,03:47,23:29,International,Boeing 737,Economy,7717,26-02-2025
Nagpur,Indore,AI396,Vistara,02:52,07:44,13:26,International,Boeing 737,Luxury,13228,29-01-2025
Mumbai,Chennai,AI699,Vistara,01:42,14:26,07:11,Domestic,Airbus A320,Luxury,5301,23-03-2025
Pune,Surat,AI108,GoAir,02:42,04:04,22:03,International,ATR 72,Economy,18185,12-12-2025
Nagpur,Vadodara,AI852,Vistara,02:10,14:01,01:08,Domestic,ATR 72,Economy,7724,10-09-2025
Nashik,Vadodara,AI964,IndiGo,03:07,11:59,11:47,International,Embraer E175,Economy,12635,11-07-2025
Kolhapur,Hyderabad,AI704,GoAir,02:39,05:13,08:22,International,Embraer E175,Moderate,18309,15-08-2025
Thane,Jaipur,AI844,SpiceJet,02:01,18:48,18:26,Domestic,ATR 72,Moderate,11202,16-12-2025
Thane,Bhopal,AI777,SpiceJet,02:21,15:06,11:24,Domestic,Embraer E175,Economy,11300,12-02-2025
Jalgaon,Indore,AI158,Vistara,03:07,04:23,16:06,Domestic,ATR 72,Moderate,5509,23-04-2025
Nagpur,Hyderabad,AI861,GoAir,01:18,12:10,12:42,Domestic,Airbus A320,Economy,5045,03-11-2025
Nagpur,Surat,AI552,Vistara,03:09,00:00,10:35,Domestic,ATR 72,Luxury,18227,29-04-2025
Nagpur,Udaipur,AI166,IndiGo,01:39,03:08,10:28,International,Airbus A320,Luxury,18083,06-06-2025
Pune,Chennai,AI372,SpiceJet,03:39,19:25,04:49,Domestic,Embraer E175,Luxury,8051,05-06-2025
Amravati,Ahmedabad,AI261,IndiGo,03:13,14:05,11:28,International,Embraer E175,Luxury,11490,23-02-2025
Nagpur,Vadodara,AI591,TruJet,03:57,03:46,02:16,Domestic,Embraer E175,Moderate,19231,16-11-2025
Jalgaon,Hyderabad,AI143,GoAir,01:26,16:10,06:53,International,ATR 72,Luxury,8963,24-12-2025
Nagpur,Vadodara,AI926,GoAir,02:47,23:16,13:30,International,ATR 72,Luxury,10201,31-01-2025
Amravati,Bhopal,AI171,TruJet,01:02,00:59,08:58,International,ATR 72,Economy,12327,27-04-2025
Pune,Jaipur,AI104,Air India,03:43,13:23,22:09,International,Airbus A320,Moderate,7011,24-02-2025
Pune,Udaipur,AI896,GoAir,02:53,21:42,18:16,International,Embraer E175,Moderate,17902,06-11-2025
Jalgaon,Hyderabad,AI673,GoAir,01:25,13:23,10:25,Domestic,Airbus A320,Moderate,17596,27-07-2025
Pune,Surat,AI349,IndiGo,03:07,15:26,18:38,International,ATR 72,Economy,5681,06-05-2025
Mumbai,Bhopal,AI192,IndiGo,01:54,16:35,12:30,International,Boeing 737,Luxury,11833,11-03-2025
Nagpur,Indore,AI732,Air India,01:45,08:58,01:24,International,Embraer E175,Moderate,7504,30-08-2025
Thane,Udaipur,AI192,TruJet,03:36,00:27,22:05,Domestic,Airbus A320,Economy,19977,28-03-2025
Nagpur,Indore,AI731,SpiceJet,02:32,02:06,20:51,International,ATR 72,Economy,14427,27-10-2025
Nagpur,Udaipur,AI374,GoAir,03:51,15:04,18:17,International,Boeing 737,Moderate,18885,13-06-2025
Nagpur,Ahmedabad,AI995,IndiGo,03:28,16:06,03:30,International,Embraer E175,Luxury,7416,04-10-2025
Nagpur,Bhopal,AI445,IndiGo,01:25,19:07,12:09,Domestic,Airbus A320,Economy,18364,16-03-2025
Pune,Indore,AI876,GoAir,02:35,00:10,08:06,Domestic,Boeing 737,Moderate,18015,16-11-2025
Aurangabad,Bhopal,AI774,Air India,01:16,15:16,21:44,Domestic,ATR 72,Luxury,5073,25-08-2025
Aurangabad,Bhopal,AI966,Vistara,03:08,19:04,08:36,Domestic,Airbus A320,Luxury,18548,01-02-2025
Nagpur,Ahmedabad,AI470,Vistara,03:54,10:04,15:53,Domestic,Boeing 737,Moderate,19451,18-05-2025
Solapur,Jaipur,AI859,Vistara,03:00,17:35,00:16,International,Airbus A320,Economy,14942,13-08-2025
Kolhapur,Goa,AI322,IndiGo,03:21,14:57,14:30,International,Airbus A320,Economy,16278,09-12-2025
Jalgaon,Goa,AI634,GoAir,01:47,02:16,12:28,Domestic,ATR 72,Economy,18469,01-05-2025
Mumbai,Chennai,AI857,Air India,03:19,05:08,19:23,Domestic,Boeing 737,Luxury,6623,31-08-2025
Nagpur,Indore,AI745,Vistara,03:56,12:00,02:48,Domestic,Airbus A320,Moderate,11954,31-12-2025
Kolhapur,Chennai,AI509,SpiceJet,02:55,00:22,21:37,Domestic,Boeing 737,Moderate,6463,02-08-2025
Pune,Bhopal,AI122,IndiGo,01:08,13:32,16:11,Domestic,Airbus A320,Economy,12649,07-11-2025
Nashik,Surat,AI365,SpiceJet,03:01,00:12,11:25,International,ATR 72,Moderate,18868,07-06-2025
Amravati,Vadodara,AI342,Vistara,02:00,14:19,02:14,Domestic,Airbus A320,Luxury,18782,18-07-2025
Pune,Vadodara,AI343,Air India,02:08,04:58,09:30,Domestic,ATR 72,Moderate,17741,15-11-2025
Pune,Hyderabad,AI955,Air India,03:29,18:55,06:20,Domestic,Boeing 737,Moderate,6802,12-07-2025
Pune,Ahmedabad,AI320,IndiGo,01:45,03:34,09:06,Domestic,Embraer E175,Economy,11112,30-10-2025
